Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/02/2020,09/26/2020,09/26/2020,By week,Hawaii,Week-ending,25,242,1.17,20,13,0,32,
11/02/2020,10/03/2020,10/03/2020,By week,Hawaii,Week-ending,20,212,0.98,21,12,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/10/2020,10/10/2020,By week,Hawaii,Week-ending,16,226,1.14,19,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/17/2020,10/17/2020,By week,Hawaii,Week-ending,13,220,1.03,17,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,Hawaii,Week-ending,,167,0.86,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/31/2020,10/31/2020,By week,Hawaii,Week-ending,,,0.04,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Idaho,Week-ending,0,249,0.88,11,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/08/2020,02/08/2020,By week,Idaho,Week-ending,0,293,1.04,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/15/2020,02/15/2020,By week,Idaho,Week-ending,0,279,0.89,11,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,Idaho,Week-ending,0,318,1.1,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,Idaho,Week-ending,0,289,0.99,17,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,Idaho,Week-ending,0,278,0.96,17,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,Idaho,Week-ending,0,282,1.04,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,Idaho,Week-ending,0,308,1.03,22,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Idaho,Week-ending,,332,1.27,15,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,Idaho,Week-ending,,271,0.94,15,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Idaho,Week-ending,22,306,1.07,18,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Idaho,Week-ending,12,283,1.01,13,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,Idaho,Week-ending,12,262,1.01,15,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Idaho,Week-ending,,252,0.96,14,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,Idaho,Week-ending,,304,1.17,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/16/2020,05/16/2020,By week,Idaho,Week-ending,,269,0.99,11,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/23/2020,05/23/2020,By week,Idaho,Week-ending,,262,0.98,11,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/30/2020,05/30/2020,By week,Idaho,Week-ending,,279,1.03,,0,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/06/2020,06/06/2020,By week,Idaho,Week-ending,,292,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/13/2020,06/13/2020,By week,Idaho,Week-ending,,287,1.08,10,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/20/2020,06/20/2020,By week,Idaho,Week-ending,0,282,1.04,12,0,0,12,
11/02/2020,06/27/2020,06/27/2020,By week,Idaho,Week-ending,,296,1.17,14,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,Idaho,Week-ending,,281,1.07,15,0,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/11/2020,07/11/2020,By week,Idaho,Week-ending,15,287,1.11,,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/18/2020,07/18/2020,By week,Idaho,Week-ending,26,312,1.25,16,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/25/2020,07/25/2020,By week,Idaho,Week-ending,45,328,1.31,27,23,0,49,
11/02/2020,08/01/2020,08/01/2020,By week,Idaho,Week-ending,49,327,1.32,33,22,0,60,
11/02/2020,08/08/2020,08/08/2020,By week,Idaho,Week-ending,40,312,1.18,22,15,0,47,
11/02/2020,08/15/2020,08/15/2020,By week,Idaho,Week-ending,32,319,1.3,23,12,0,43,
11/02/2020,08/22/2020,08/22/2020,By week,Idaho,Week-ending,57,360,1.42,29,23,0,63,
11/02/2020,08/29/2020,08/29/2020,By week,Idaho,Week-ending,28,327,1.27,24,11,0,41,
11/02/2020,09/05/2020,09/05/2020,By week,Idaho,Week-ending,38,351,1.32,31,17,0,52,
11/02/2020,09/12/2020,09/12/2020,By week,Idaho,Week-ending,25,321,1.25,19,11,0,33,
11/02/2020,09/19/2020,09/19/2020,By week,Idaho,Week-ending,18,318,1.14,12,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,Idaho,Week-ending,25,290,1.06,17,13,0,29,
11/02/2020,10/03/2020,10/03/2020,By week,Idaho,Week-ending,29,317,1.21,20,13,0,36,
11/02/2020,10/10/2020,10/10/2020,By week,Idaho,Week-ending,24,288,1.14,17,14,0,27,
11/02/2020,10/17/2020,10/17/2020,By week,Idaho,Week-ending,30,287,1.02,21,12,0,39,
11/02/2020,10/24/2020,10/24/2020,By week,Idaho,Week-ending,16,164,0.61,12,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/31/2020,10/31/2020,By week,Idaho,Week-ending,0,,0.02,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Illinois,Week-ending,0,"2,138",0.97,155,0,16,171,
11/02/2020,02/08/2020,02/08/2020,By week,Illinois,Week-ending,0,"2,231",0.99,157,0,10,167,
11/02/2020,02/15/2020,02/15/2020,By week,Illinois,Week-ending,0,"2,218",1.01,143,0,11,154,
11/02/2020,02/22/2020,02/22/2020,By week,Illinois,Week-ending,0,"2,206",1,143,0,14,157,
11/02/2020,02/29/2020,02/29/2020,By week,Illinois,Week-ending,0,"2,208",1.04,140,0,19,159,
11/02/2020,03/07/2020,03/07/2020,By week,Illinois,Week-ending,0,"2,253",1.06,173,0,27,200,
11/02/2020,03/14/2020,03/14/2020,By week,Illinois,Week-ending,,"2,192",1.03,167,,20,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,Illinois,Week-ending,14,"2,281",1.06,170,,22,201,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Illinois,Week-ending,73,"2,303",1.11,235,44,16,279,
11/02/2020,04/04/2020,04/04/2020,By week,Illinois,Week-ending,296,"2,621",1.25,370,177,,495,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Illinois,Week-ending,469,"2,868",1.38,424,253,,645,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Illinois,Week-ending,588,"2,912",1.45,504,323,,774,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,Illinois,Week-ending,676,"3,008",1.5,458,325,,810,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Illinois,Week-ending,741,"2,949",1.46,530,377,0,894,
11/02/2020,05/09/2020,05/09/2020,By week,Illinois,Week-ending,787,"2,961",1.52,528,397,0,918,
11/02/2020,05/16/2020,05/16/2020,By week,Illinois,Week-ending,696,"2,863",1.45,431,315,,814,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/23/2020,05/23/2020,By week,Illinois,Week-ending,572,"2,636",1.34,430,302,,701,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/30/2020,05/30/2020,By week,Illinois,Week-ending,470,"2,546",1.3,301,209,0,562,
11/02/2020,06/06/2020,06/06/2020,By week,Illinois,Week-ending,426,"2,508",1.3,310,203,0,533,
11/02/2020,06/13/2020,06/13/2020,By week,Illinois,Week-ending,318,"2,267",1.2,261,165,0,414,
11/02/2020,06/20/2020,06/20/2020,By week,Illinois,Week-ending,269,"2,253",1.18,208,120,0,357,
11/02/2020,06/27/2020,06/27/2020,By week,Illinois,Week-ending,150,"2,130",1.13,138,54,0,234,
11/02/2020,07/04/2020,07/04/2020,By week,Illinois,Week-ending,146,"2,180",1.15,154,62,0,238,
11/02/2020,07/11/2020,07/11/2020,By week,Illinois,Week-ending,110,"2,189",1.15,152,45,0,217,
11/02/2020,07/18/2020,07/18/2020,By week,Illinois,Week-ending,89,"2,086",1.1,115,33,0,171,
11/02/2020,07/25/2020,07/25/2020,By week,Illinois,Week-ending,81,"2,031",1.08,131,38,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/01/2020,08/01/2020,By week,Illinois,Week-ending,89,"2,068",1.09,123,37,0,175,
11/02/2020,08/08/2020,08/08/2020,By week,Illinois,Week-ending,98,"2,137",1.13,137,40,0,195,
11/02/2020,08/15/2020,08/15/2020,By week,Illinois,Week-ending,100,"2,120",1.14,146,38,0,208,
11/02/2020,08/22/2020,08/22/2020,By week,Illinois,Week-ending,95,"2,144",1.14,141,40,0,196,
11/02/2020,08/29/2020,08/29/2020,By week,Illinois,Week-ending,128,"2,110",1.12,153,60,0,221,
11/02/2020,09/05/2020,09/05/2020,By week,Illinois,Week-ending,119,"2,190",1.14,148,50,,218,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/12/2020,09/12/2020,By week,Illinois,Week-ending,118,"2,066",1.04,133,57,0,194,
11/02/2020,09/19/2020,09/19/2020,By week,Illinois,Week-ending,126,"2,057",1.03,154,52,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,Illinois,Week-ending,135,"2,272",1.15,170,65,,241,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/03/2020,10/03/2020,By week,Illinois,Week-ending,141,"2,092",1.04,163,60,0,244,
11/02/2020,10/10/2020,10/10/2020,By week,Illinois,Week-ending,180,"2,270",1.17,192,86,0,286,
11/02/2020,10/17/2020,10/17/2020,By week,Illinois,Week-ending,190,"2,105",1.04,188,87,,292,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,Illinois,Week-ending,94,"1,693",0.82,125,46,0,173,
11/02/2020,10/31/2020,10/31/2020,By week,Illinois,Week-ending,14,560,0.27,25,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Indiana,Week-ending,0,"1,378",1,96,0,,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/08/2020,02/08/2020,By week,Indiana,Week-ending,0,"1,362",0.96,106,0,10,116,
11/02/2020,02/15/2020,02/15/2020,By week,Indiana,Week-ending,0,"1,429",1.06,92,0,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,Indiana,Week-ending,0,"1,407",1.02,105,0,13,118,
11/02/2020,02/29/2020,02/29/2020,By week,Indiana,Week-ending,0,"1,447",1.09,105,0,18,123,
11/02/2020,03/07/2020,03/07/2020,By week,Indiana,Week-ending,0,"1,369",1.02,95,0,14,109,
11/02/2020,03/14/2020,03/14/2020,By week,Indiana,Week-ending,0,"1,401",1.04,113,0,15,128,
11/02/2020,03/21/2020,03/21/2020,By week,Indiana,Week-ending,15,"1,326",1,94,,13,114,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Indiana,Week-ending,51,"1,485",1.11,132,24,14,172,
11/02/2020,04/04/2020,04/04/2020,By week,Indiana,Week-ending,158,"1,579",1.19,220,92,,291,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Indiana,Week-ending,235,"1,628",1.26,238,122,,354,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Indiana,Week-ending,273,"1,507",1.2,217,126,0,364,
11/02/2020,04/25/2020,04/25/2020,By week,Indiana,Week-ending,307,"1,593",1.28,228,128,,408,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Indiana,Week-ending,293,"1,525",1.22,223,115,,405,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
